
[00:00:00.000 --> 00:00:07.480]   [MUSIC PLAYING]
[00:59:43.500 --> 00:59:45.740]   It has some of the principle of the human eye,
[00:59:45.740 --> 00:59:49.620]   only some of them, but it's actually quite interesting
[00:59:49.620 --> 00:59:52.620]   and has a number of advantages, but also disadvantages,
[00:59:52.620 --> 00:59:54.660]   but can do some very interesting things.
[00:59:54.660 --> 00:59:56.740]   - Standard camera transmits full frames
[00:59:56.740 --> 00:59:58.780]   at a fixed frame rate.
[00:59:58.780 --> 01:00:02.220]   By contrast, the DVS has smart pixels.
[01:00:02.220 --> 01:00:05.060]   Its pixels are all independent of each other
[01:00:05.060 --> 01:00:06.580]   and only transmit information
[01:00:06.580 --> 01:00:09.820]   if they detect a change of brightness in the scene.
[01:00:09.820 --> 01:00:12.500]   We call these bits of information events.
[01:00:12.500 --> 01:00:15.380]   Since these events are generated asynchronously,
[01:00:15.380 --> 01:00:17.900]   the output of a DVS is a sequence of events
[01:00:17.900 --> 01:00:20.060]   instead of full frames.
[01:00:20.060 --> 01:00:22.780]   To visualize this principle, in this animation,
[01:00:22.780 --> 01:00:26.220]   we show the output of a camera and that of a DVS
[01:00:26.220 --> 01:00:28.340]   when they are both looking at a black dot
[01:00:28.340 --> 01:00:30.060]   on a rotating disk.
[01:00:30.060 --> 01:00:32.140]   As we can observe, for the DVS,
[01:00:32.140 --> 01:00:34.940]   the events form a spiral in space and time.
[01:00:34.940 --> 01:00:37.140]   When the disk stops rotating,
[01:00:37.140 --> 01:00:39.180]   no events are generated at all.
[01:00:39.180 --> 01:00:41.420]   However, the standard camera continues
[01:00:41.420 --> 01:00:44.340]   to wastefully send full image frames.
[01:00:44.340 --> 01:00:45.860]   When we speed up the dot,
[01:00:45.860 --> 01:00:49.660]   the images of the standard camera suffer from motion blur
[01:00:49.660 --> 01:00:52.940]   while the spiral of events is still clearly visible.
[01:00:52.940 --> 01:00:56.980]   This is due to the very high temporal resolution of the DVS,
[01:00:56.980 --> 01:00:59.100]   which is in the order of microseconds.
[01:01:00.020 --> 01:01:02.260]   When we keep the DVS steady,
[01:01:02.260 --> 01:01:05.300]   only motion in the scene generates events.
[01:01:05.300 --> 01:01:07.900]   However, when we start moving the DVS,
[01:01:07.900 --> 01:01:09.860]   gradients in the scene become visible.
[01:01:09.860 --> 01:01:12.340]   In the following experiment,
[01:01:12.340 --> 01:01:14.940]   we mounted the DVS on a standard camera
[01:01:14.940 --> 01:01:17.340]   on a quadruple-optor and performed flips.
[01:01:17.340 --> 01:01:23.180]   When we replay the flips in slow motion,
[01:01:23.180 --> 01:01:25.300]   we can clearly see motion blur effects
[01:01:25.300 --> 01:01:27.180]   on the standard camera.
[01:01:27.180 --> 01:01:30.500]   However, if we render the DVS output appropriately,
[01:01:30.500 --> 01:01:32.820]   we can still see sharp lines.
[01:01:32.820 --> 01:01:34.380]   For these DVS renderings,
[01:01:34.380 --> 01:01:36.900]   we accumulate all the events over a time interval
[01:01:36.900 --> 01:01:39.100]   of delta T in one image.
[01:01:39.100 --> 01:01:41.100]   By choosing this delta T small,
[01:01:41.100 --> 01:01:42.900]   we can render slow motion video.
[01:01:42.900 --> 01:01:46.300]   The high temporal resolution of the DVS
[01:01:46.300 --> 01:01:48.380]   allows us to track the quadruple-optor
[01:01:48.380 --> 01:01:50.820]   during flips with rotational speeds
[01:01:50.820 --> 01:01:53.860]   of up to 1,200 degrees per second.
[01:01:55.100 --> 01:01:59.100]   We believe that a DVS is the most promising onboard sensor
[01:01:59.100 --> 01:02:01.180]   for enabling highly aggressive maneuvers
[01:02:01.180 --> 01:02:02.460]   with flying robots.
[01:02:02.460 --> 01:02:04.780]   - Right, and so you know,
[01:02:04.780 --> 01:02:05.900]   like David is doing,
[01:02:05.900 --> 01:02:10.140]   competing with human capabilities
[01:02:10.140 --> 01:02:12.940]   in terms of robot racing and so on,
[01:02:12.940 --> 01:02:14.540]   including some of the technology.
[01:02:14.540 --> 01:02:20.620]   Okay, so now let's get to our first look at sampling.
[01:02:20.620 --> 01:02:24.340]   This is more cartoon look at it.
[01:02:24.340 --> 01:02:27.140]   We'll get much more in detail at this
[01:02:27.140 --> 01:02:28.140]   further in the lecture,
[01:02:28.140 --> 01:02:30.620]   but to already give you a preview
[01:02:30.620 --> 01:02:33.180]   or some intuition and some kind of basic idea
[01:02:33.180 --> 01:02:35.180]   of what are the important concepts here.
[01:02:35.180 --> 01:02:37.900]   So here we look at, in this case,
[01:02:37.900 --> 01:02:41.180]   just a 1D function, so this curve, right?
[01:02:41.180 --> 01:02:43.860]   We will sample it in 1D,
[01:02:43.860 --> 01:02:47.700]   so what we're really talking about is at discrete locations,
[01:02:47.700 --> 01:02:49.260]   these locations here,
[01:02:49.260 --> 01:02:53.020]   we're going to measure the value of the function.
[01:02:53.020 --> 01:02:55.020]   Again, we're not integrating over certain areas,
[01:02:55.020 --> 01:02:57.740]   this is that we just really measure at that one location.
[01:02:57.740 --> 01:03:00.620]   So that's what we call sampling.
[01:03:00.620 --> 01:03:06.100]   So here's an example, for example, some audio signal.
[01:03:06.100 --> 01:03:09.180]   This would be another signal with an increasing frequency.
[01:03:09.180 --> 01:03:12.580]   So kind of type of sound, right?
[01:03:12.580 --> 01:03:16.060]   That's what it would look like.
[01:03:16.060 --> 01:03:20.540]   Here's this is actually,
[01:03:20.540 --> 01:03:23.060]   and we'll see the actual example later
[01:03:23.060 --> 01:03:24.500]   where this was cut out from.
[01:03:24.500 --> 01:03:25.900]   There's also 1D signal,
[01:03:25.900 --> 01:03:29.420]   it's actually one line from a 2D image.
[01:03:29.420 --> 01:03:34.420]   So we can also sample two-dimensional signals this way,
[01:03:34.420 --> 01:03:37.500]   in this case it's one line cut out of a 2D signal,
[01:03:37.500 --> 01:03:39.340]   and as we sample it,
[01:03:39.340 --> 01:03:41.420]   we also have this continuous function there,
[01:03:41.420 --> 01:03:45.060]   and now we make measurements at a set of discrete locations,
[01:03:45.060 --> 01:03:46.380]   we make a point measurement,
[01:03:46.380 --> 01:03:48.140]   and we write down the value essentially
[01:03:48.140 --> 01:03:49.540]   at each of those locations.
[01:03:50.540 --> 01:03:51.540]   So that's sampling.
[01:03:51.540 --> 01:03:54.980]   So it's pretty straightforward, right?
[01:03:54.980 --> 01:03:57.540]   Just write down the function's value at all these points.
[01:03:57.540 --> 01:04:02.500]   And then, so let's say this was audio or something like that,
[01:04:02.500 --> 01:04:04.500]   then we have now a digital audio,
[01:04:04.500 --> 01:04:05.900]   like what you have on DVD,
[01:04:05.900 --> 01:04:08.540]   or what you will stream from Spotify or whatever.
[01:04:08.540 --> 01:04:12.820]   And then of course, as you get it back to your phone or whatever,
[01:04:12.820 --> 01:04:16.220]   you actually want to regenerate a continuous signal
[01:04:16.220 --> 01:04:18.940]   that you can send into your ears,
[01:04:18.940 --> 01:04:21.020]   and actually appreciate the music, for example.
[01:04:21.020 --> 01:04:22.300]   Or as I said before,
[01:04:22.300 --> 01:04:24.540]   if you want to display the image on the screen,
[01:04:24.540 --> 01:04:27.260]   you have to essentially be able to remeasure
[01:04:27.260 --> 01:04:30.180]   at potentially not those exact locations that you're given,
[01:04:30.180 --> 01:04:34.740]   but at any location you would need for your screen or for your display.
[01:04:34.740 --> 01:04:40.860]   So there's really always in tandem when being able to discretize,
[01:04:40.860 --> 01:04:44.940]   we also need to be able to go from the analog continuous world
[01:04:44.940 --> 01:04:46.380]   to a discrete representation,
[01:04:46.380 --> 01:04:50.300]   we also need to be able to go back from the discrete representation
[01:04:50.300 --> 01:04:52.420]   to a continuous representation.
[01:04:52.420 --> 01:04:54.460]   That is actually called reconstruction.
[01:04:54.460 --> 01:05:00.060]   And so, in a sense, it corresponds to, as you see up there,
[01:05:00.060 --> 01:05:02.780]   guessing what the function did in between.
[01:05:02.780 --> 01:05:07.500]   Okay, so with no more information,
[01:05:07.500 --> 01:05:09.580]   if you remember the random image,
[01:05:09.580 --> 01:05:13.380]   if this was coming from a random signal,
[01:05:13.380 --> 01:05:16.340]   then all bets are open in between,
[01:05:16.340 --> 01:05:20.780]   those few measurements we have say nothing about the other points,
[01:05:20.780 --> 01:05:23.220]   if they're all random and uncorrelated.
[01:05:23.220 --> 01:05:25.460]   So we actually have to make assumptions
[01:05:25.460 --> 01:05:29.420]   of what this function actually can be doing in between measurements,
[01:05:29.420 --> 01:05:32.780]   or in other words, we need to have a certain level of correlation
[01:05:32.780 --> 01:05:34.420]   between the measurements we took
[01:05:34.420 --> 01:05:38.220]   and assume that the function in between does something reasonable.
[01:05:38.220 --> 01:05:39.940]   It behaves in a certain way.
[01:05:39.940 --> 01:05:43.300]   You see me hintwaving now, literally.
[01:05:45.260 --> 01:05:48.780]   We will actually very strictly formalize
[01:05:48.780 --> 01:05:53.020]   what the assumptions are that we make in between
[01:05:53.020 --> 01:05:55.780]   to allow for actually a perfect reconstruction.
[01:05:55.780 --> 01:05:57.300]   So under some conditions,
[01:05:57.300 --> 01:06:00.900]   which have to do with how quickly the signal can change,
[01:06:00.900 --> 01:06:03.900]   and this will be translated into frequencies and so on,
[01:06:03.900 --> 01:06:07.980]   we will actually be able to say, as long as this is satisfied,
[01:06:07.980 --> 01:06:09.780]   these constraints are satisfied,
[01:06:09.780 --> 01:06:12.260]   we will be able to go exactly from that signal
[01:06:12.260 --> 01:06:14.180]   back to the original signal.
[01:06:14.180 --> 01:06:16.340]   So the one that we started from, essentially.
[01:06:16.340 --> 01:06:18.540]   This is under some assumptions,
[01:06:18.540 --> 01:06:22.500]   which in practice we can not exactly satisfy in this and that,
[01:06:22.500 --> 01:06:27.180]   but it will still work quite well.
[01:06:27.180 --> 01:06:32.180]   So here's the example with the sound,
[01:06:32.180 --> 01:06:35.380]   microphone, continuous waveform.
[01:06:35.380 --> 01:06:39.060]   This gets translated to digital,
[01:06:39.060 --> 01:06:43.460]   sampled into a discrete set of numbers that are digital,
[01:06:43.460 --> 01:06:45.660]   and represented with finite number of bits
[01:06:45.660 --> 01:06:50.180]   that get stored on a disk or something else,
[01:06:50.180 --> 01:06:52.460]   in store in memory, or transmitted,
[01:06:52.460 --> 01:06:55.420]   and then gets back to a digital analog converter.
[01:06:55.420 --> 01:06:59.620]   Reconstruction happens, you get a continuous signal,
[01:06:59.620 --> 01:07:03.380]   and then you can listen to the music.
[01:07:03.380 --> 01:07:10.020]   Okay, so let's look at a seamless possible waveform,
[01:07:10.020 --> 01:07:14.420]   a sinusoid, just rhythmically going up and down
[01:07:14.420 --> 01:07:15.980]   at a certain rhythm.
[01:07:15.980 --> 01:07:21.100]   If we sample this, for example like this,
[01:07:21.100 --> 01:07:22.860]   so at each of those locations,
[01:07:22.860 --> 01:07:25.700]   we measure the value of the function, for example here.
[01:07:25.700 --> 01:07:30.100]   So we sample the function,
[01:07:30.100 --> 01:07:31.860]   the only thing we're left with is this.
[01:07:31.860 --> 01:07:34.340]   So we forget the function, we don't have the function anymore,
[01:07:34.340 --> 01:07:36.540]   it's passed, we measured things, it's gone,
[01:07:36.540 --> 01:07:37.860]   the signal is gone.
[01:07:37.860 --> 01:07:39.420]   This is what we have from the function.
[01:07:40.140 --> 01:07:42.140]   So now we should reconstruct.
[01:07:42.140 --> 01:07:46.300]   Now looking at these measurements going like this,
[01:07:46.300 --> 01:07:50.140]   you can probably reconstruct this out of it, right?
[01:07:50.140 --> 01:07:51.220]   That'd be quite easy.
[01:07:51.220 --> 01:07:54.940]   But what happens if we sample at a different rate?
[01:07:54.940 --> 01:07:57.980]   For example here, I measure here,
[01:07:57.980 --> 01:08:00.660]   and then I measure here, and then I measure here,
[01:08:00.660 --> 01:08:04.940]   and then here, and here, and here, here, and here.
[01:08:04.940 --> 01:08:08.500]   Okay, can we do the same trick?
[01:08:08.500 --> 01:08:13.500]   Oh, now if we actually just look at those data points,
[01:08:13.500 --> 01:08:15.940]   there's a much simpler explanation,
[01:08:15.940 --> 01:08:17.900]   which is this much slower moving.
[01:08:17.900 --> 01:08:22.300]   So this is clearly something funny going on here, right?
[01:08:22.300 --> 01:08:25.980]   We had this perfect sine wave,
[01:08:25.980 --> 01:08:30.980]   and we sampled it at a discrete rate,
[01:08:30.980 --> 01:08:32.860]   okay, maybe a bit too slow,
[01:08:32.860 --> 01:08:37.860]   but it's kind of funny that essentially this sine wave
[01:08:38.140 --> 01:08:39.740]   that we sampled kind of looks,
[01:08:39.740 --> 01:08:42.540]   if we look just at the samples,
[01:08:42.540 --> 01:08:45.820]   the original sine wave or this much slower sine wave
[01:08:45.820 --> 01:08:47.700]   look essentially identical.
[01:08:47.700 --> 01:08:50.380]   If we only look at those particular points here, right?
[01:08:50.380 --> 01:08:52.860]   They are indistinguishable, they are identical.
[01:08:52.860 --> 01:08:57.420]   So that's what you see there, right?
[01:08:57.420 --> 01:09:02.780]   So if we don't sample fast enough, this could happen, right?
[01:09:02.780 --> 01:09:05.540]   We could, you know, we might have this signal
[01:09:06.580 --> 01:09:11.580]   that actually happens, but we sampled too slowly,
[01:09:11.580 --> 01:09:14.900]   and now when we just see these points,
[01:09:14.900 --> 01:09:16.380]   of course, what would we reconstruct?
[01:09:16.380 --> 01:09:17.740]   Well, we'll probably just think like,
[01:09:17.740 --> 01:09:21.780]   oh, this is slow moving signal that just moves,
[01:09:21.780 --> 01:09:24.100]   and so we'd probably reconstruct the dark curve here
[01:09:24.100 --> 01:09:26.180]   instead of the original one, right?
[01:09:26.180 --> 01:09:27.980]   So this is going to be a fundamental problem
[01:09:27.980 --> 01:09:30.620]   that we'll have to care,
[01:09:30.620 --> 01:09:32.980]   and you see already with a simplest possible waveform,
[01:09:32.980 --> 01:09:37.860]   like a sine wave, we fundamentally have this problem
[01:09:37.860 --> 01:09:39.500]   that shows up here.
[01:09:39.500 --> 01:09:42.220]   This is a problem that we'll actually call aliasing.
[01:09:42.220 --> 01:09:44.780]   Aliasing from essentially, you know,
[01:09:44.780 --> 01:09:47.340]   they are indistinguishable from each other,
[01:09:47.340 --> 01:09:49.340]   they can be confused with each other.
[01:09:49.340 --> 01:09:53.460]   So this is essentially, you can see these as signals
[01:09:53.460 --> 01:09:56.020]   traveling in disguise as other frequencies.
[01:09:56.020 --> 01:09:58.980]   Notice that before, the signal that we thought
[01:09:58.980 --> 01:10:01.620]   we were sampling, maybe it was actually the fastest signal
[01:10:02.740 --> 01:10:05.180]   that one also looks the same.
[01:10:05.180 --> 01:10:07.500]   So there's not only those two that can be confused,
[01:10:07.500 --> 01:10:11.500]   there's a whole family of different sine waves,
[01:10:11.500 --> 01:10:15.060]   exact sine waves that all go exactly through the same points.
[01:10:15.060 --> 01:10:20.860]   Here's another signal, so again, like a sine wave,
[01:10:20.860 --> 01:10:22.300]   but accelerating sine wave.
[01:10:22.300 --> 01:10:25.860]   If we take a picture of this,
[01:10:25.860 --> 01:10:29.940]   you know, so you would look at it this way here,
[01:10:29.940 --> 01:10:32.580]   you generate this, you can quickly generate this yourself,
[01:10:33.260 --> 01:10:37.100]   and so you essentially just display that discrete locations,
[01:10:37.100 --> 01:10:38.180]   this is essentially the same,
[01:10:38.180 --> 01:10:40.820]   this is sampling essentially, right, that you do.
[01:10:40.820 --> 01:10:44.300]   You just display at these exact locations,
[01:10:44.300 --> 01:10:46.700]   you sample this function,
[01:10:46.700 --> 01:10:49.380]   you read out the function value of this function.
[01:10:49.380 --> 01:10:53.540]   You know, essentially, this all behaves properly
[01:10:53.540 --> 01:10:55.580]   as you would kind of expect,
[01:10:55.580 --> 01:10:58.620]   but then as you get here, something funny happens,
[01:10:58.620 --> 01:11:02.340]   you see that you know it was a high frequency over there,
[01:11:02.340 --> 01:11:04.100]   but what you see is actually a smooth,
[01:11:04.100 --> 01:11:07.020]   wide continuous signal.
[01:11:07.020 --> 01:11:09.420]   So clearly that effect that we had theoretically before,
[01:11:09.420 --> 01:11:11.620]   like it really shows up here.
[01:11:11.620 --> 01:11:14.180]   So we have this aliasing going on.
[01:11:14.180 --> 01:11:16.180]   So it's that kind of behavior here.
[01:11:16.180 --> 01:11:18.420]   Not enough samples, so what we see there
[01:11:18.420 --> 01:11:19.980]   is essentially something like this here.
[01:11:19.980 --> 01:11:21.660]   There's actually a fast wave,
[01:11:21.660 --> 01:11:24.540]   but it's kind of in sync with a kind of slow pattern,
[01:11:24.540 --> 01:11:26.820]   and so when we just look at it,
[01:11:26.820 --> 01:11:28.460]   we see the slow pattern.
[01:11:31.060 --> 01:11:32.780]   Okay, so of course, we're talking about
[01:11:32.780 --> 01:11:34.180]   two dimensional images.
[01:11:34.180 --> 01:11:36.180]   What we really do is not one d functions,
[01:11:36.180 --> 01:11:39.140]   but two d functions, so two d continuous functions,
[01:11:39.140 --> 01:11:41.820]   and then we'll have essentially something here,
[01:11:41.820 --> 01:11:44.820]   like what a fact here would have a bit of nails or so,
[01:11:44.820 --> 01:11:47.580]   or essentially a two dimensional array
[01:11:47.580 --> 01:11:49.860]   of those sample points, right?
[01:11:49.860 --> 01:11:53.220]   Here's for example an image.
[01:11:53.220 --> 01:11:56.860]   You know, this image here,
[01:11:56.860 --> 01:11:59.300]   which we'll use as an example
[01:11:59.300 --> 01:12:02.020]   throughout some of this lecture.
[01:12:02.020 --> 01:12:03.820]   So this image here, this is actually
[01:12:03.820 --> 01:12:04.980]   the two dimensional function,
[01:12:04.980 --> 01:12:06.540]   or the two dimensional set of samples,
[01:12:06.540 --> 01:12:08.300]   what it looks like.
[01:12:08.300 --> 01:12:10.180]   Again, so this image is a bunch of numbers.
[01:12:10.180 --> 01:12:12.340]   This is here, you know, the numbers shown as like
[01:12:12.340 --> 01:12:14.660]   the height of the point for each of those numbers.
[01:12:14.660 --> 01:12:26.620]   Then like, here's a very simple reconstruction algorithm.
[01:12:28.660 --> 01:12:30.380]   Right, so we haven't yet seen
[01:12:30.380 --> 01:12:31.540]   how do you actually reconstruct,
[01:12:31.540 --> 01:12:33.140]   so we hand over it, it's like,
[01:12:33.140 --> 01:12:34.500]   oh, you know, we get these measurements,
[01:12:34.500 --> 01:12:37.540]   well, we draw a smooth curve through it or so.
[01:12:37.540 --> 01:12:39.620]   Okay, so here's actually a proper
[01:12:39.620 --> 01:12:42.340]   simple mathematical reconstruction formula.
[01:12:42.340 --> 01:12:45.540]   It's called bilinear interpolation.
[01:12:45.540 --> 01:12:47.780]   We just assume that, you know, like, let's say,
[01:12:47.780 --> 01:12:49.700]   in one dimension, we at this point and this point,
[01:12:49.700 --> 01:12:51.980]   we say, okay, along the way, between the two points,
[01:12:51.980 --> 01:12:53.660]   we assume linear behavior.
[01:12:53.660 --> 01:12:55.220]   So if you ask me what's the value here,
[01:12:55.220 --> 01:12:56.700]   I take this and this,
[01:12:56.700 --> 01:12:58.260]   I measure how far from both it is,
[01:12:58.260 --> 01:12:59.700]   and then I do the linear combination
[01:12:59.700 --> 01:13:03.180]   that will make it land on the line between the two.
[01:13:03.180 --> 01:13:05.500]   That's essentially this formula here,
[01:13:05.500 --> 01:13:09.260]   and then we apply it both in the X and in the Y direction.
[01:13:09.260 --> 01:13:12.740]   And so, you know, you see here the linear factors
[01:13:12.740 --> 01:13:14.380]   for the different points,
[01:13:14.380 --> 01:13:19.380]   and we'll get to define this value here.
[01:13:19.380 --> 01:13:24.100]   If this is A, and so A is smaller than one, of course,
[01:13:24.100 --> 01:13:26.500]   so the distance between two grid points
[01:13:26.500 --> 01:13:28.620]   is assumed to be one here, right?
[01:13:28.620 --> 01:13:31.220]   If we have a value in between,
[01:13:31.220 --> 01:13:35.860]   you know, we'll apply to each of the weights here,
[01:13:35.860 --> 01:13:38.500]   to each of those corners,
[01:13:38.500 --> 01:13:41.540]   the values at each of the corner locations,
[01:13:41.540 --> 01:13:44.420]   we apply these weights in front here,
[01:13:44.420 --> 01:13:46.340]   so these linear combinations of weights,
[01:13:46.340 --> 01:13:50.400]   to each of those, and sum that up,
[01:13:50.400 --> 01:13:52.460]   and obtain essentially this equivalent.
[01:13:52.460 --> 01:13:54.180]   If you only do this in one D,
[01:13:55.020 --> 01:14:00.020]   so in one D, so let's say forget these two terms here,
[01:14:00.020 --> 01:14:04.420]   so forget this, forget this,
[01:14:04.420 --> 01:14:05.860]   this and just look at this and this,
[01:14:05.860 --> 01:14:08.620]   so you have one minus A times this one,
[01:14:08.620 --> 01:14:10.100]   plus A times this one,
[01:14:10.100 --> 01:14:13.820]   as long as, let's say this was constant,
[01:14:13.820 --> 01:14:15.060]   it's the same value,
[01:14:15.060 --> 01:14:18.540]   then of course one minus A plus A, it's just one,
[01:14:18.540 --> 01:14:21.740]   so this in general will just, you know,
[01:14:21.740 --> 01:14:23.500]   it's really just a linear combination
[01:14:23.500 --> 01:14:26.580]   between a line structure between the two,
[01:14:26.580 --> 01:14:29.740]   in two D it's a bit more complicated of course,
[01:14:29.740 --> 01:14:31.540]   but this is essentially why it's called
[01:14:31.540 --> 01:14:32.780]   bilinear interpolation,
[01:14:32.780 --> 01:14:34.180]   it's kind of linear in one direction,
[01:14:34.180 --> 01:14:35.180]   linear in the other.
[01:14:35.180 --> 01:14:38.340]   Okay, now of course, as the four points
[01:14:38.340 --> 01:14:39.700]   don't have to be on a plane,
[01:14:39.700 --> 01:14:42.880]   it's not linear in two dimensions,
[01:14:42.880 --> 01:14:46.180]   but that's why it's called bilinear,
[01:14:46.180 --> 01:14:47.580]   so per dimensions linear,
[01:14:47.580 --> 01:14:48.980]   globally it actually does,
[01:14:48.980 --> 01:14:53.020]   can do a distorted, a non-linear surface.
[01:14:53.780 --> 01:14:58.780]   So this is one of the simplest algorithms,
[01:14:58.780 --> 01:15:00.340]   actually the simplest is just look at,
[01:15:00.340 --> 01:15:03.580]   you know, the simplest algorithm that we'll also see
[01:15:03.580 --> 01:15:05.300]   is like, okay, if this point,
[01:15:05.300 --> 01:15:07.500]   just look at which of the four it's closest to,
[01:15:07.500 --> 01:15:09.380]   if it's closest to this one,
[01:15:09.380 --> 01:15:11.180]   then just actually take this value,
[01:15:11.180 --> 01:15:13.860]   okay, that's the simplest reconstruction algorithm,
[01:15:13.860 --> 01:15:18.860]   that's the one that we actually had here in a sense.
[01:15:18.860 --> 01:15:20.300]   If you look at this image,
[01:15:20.300 --> 01:15:22.940]   you see we have like these constant values here,
[01:15:22.940 --> 01:15:25.100]   that's because for all the values in that range,
[01:15:25.100 --> 01:15:28.380]   we just copied the value from the central point, okay?
[01:15:28.380 --> 01:15:29.780]   So that's the simplest reconstruction
[01:15:29.780 --> 01:15:31.780]   is actually just copy the closest value,
[01:15:31.780 --> 01:15:35.500]   but that's really not a very good reconstruction algorithm,
[01:15:35.500 --> 01:15:38.260]   this is actually a quite decent reconstruction algorithm.
[01:15:38.260 --> 01:15:41.380]   We'll actually see how decent a little bit later,
[01:15:41.380 --> 01:15:44.540]   we'll look at, and again with,
[01:15:44.540 --> 01:15:46.180]   once we get to Fourier transforms
[01:15:46.180 --> 01:15:47.900]   and this understanding and so on,
[01:15:47.900 --> 01:15:50.980]   we'll actually see what different reconstruction algorithms
[01:15:50.980 --> 01:15:55.260]   actually have as an effect on the reconstruction
[01:15:55.260 --> 01:15:56.860]   and how good they actually are.
[01:15:56.860 --> 01:16:00.940]   Okay, so simple reconstruction here.
[01:16:00.940 --> 01:16:03.740]   Now we get to a really important concept
[01:16:03.740 --> 01:16:05.820]   and we'll revisit this later,
[01:16:05.820 --> 01:16:11.820]   but we'll define the Nyquist frequency
[01:16:11.820 --> 01:16:15.500]   or the Nyquist channel and sampling theorem
[01:16:15.500 --> 01:16:18.020]   as half the sampling frequency
[01:16:18.020 --> 01:16:20.660]   of a discrete signal processing system.
[01:16:21.660 --> 01:16:25.020]   The signal's max frequency bandwidth
[01:16:25.020 --> 01:16:28.100]   must be smaller than this, okay?
[01:16:28.100 --> 01:16:31.300]   It must be smaller in the sense that we can,
[01:16:31.300 --> 01:16:35.620]   if it is smaller, so with frequencies,
[01:16:35.620 --> 01:16:38.300]   we mean like the sine waves, for example,
[01:16:38.300 --> 01:16:39.420]   they have a certain frequency,
[01:16:39.420 --> 01:16:40.860]   like how long it takes to go back,
[01:16:40.860 --> 01:16:43.620]   the inverse of the wavelength,
[01:16:43.620 --> 01:16:46.260]   how long it actually takes to go through,
[01:16:46.260 --> 01:16:48.020]   this is not the wavelength of the light
[01:16:48.020 --> 01:16:48.860]   that we're talking about here,
[01:16:48.860 --> 01:16:50.700]   we're talking about the wavelength
[01:16:50.700 --> 01:16:52.100]   of the pattern in the image.
[01:16:52.100 --> 01:16:56.380]   It's like how quickly the thing goes up and down
[01:16:56.380 --> 01:17:00.100]   for what we'll talk about is we'll talk about
[01:17:00.100 --> 01:17:04.860]   representing a signal or decomposing a signal
[01:17:04.860 --> 01:17:07.660]   in just a linear combination of a whole bunch of signs
[01:17:07.660 --> 01:17:11.860]   and cosine functions and just adding all of those up
[01:17:11.860 --> 01:17:14.660]   to form, to represent the signal.
[01:17:14.660 --> 01:17:17.760]   And when we do that, we essentially,
[01:17:18.760 --> 01:17:23.760]   we essentially want to say how fast signals
[01:17:23.760 --> 01:17:30.320]   can we add to or can we still have present
[01:17:30.320 --> 01:17:32.640]   in our signal that we will sample.
[01:17:32.640 --> 01:17:37.440]   And you can kind of guess, given the previous things here,
[01:17:37.440 --> 01:17:39.640]   these kind of problems, we see that we kind of
[01:17:39.640 --> 01:17:42.680]   have to put samples close enough
[01:17:42.680 --> 01:17:47.320]   so that we don't miss like a major behavior
[01:17:47.320 --> 01:17:48.160]   in the function.
[01:17:48.160 --> 01:17:52.160]   In particular, if we look at the sine and cosine functions,
[01:17:52.160 --> 01:17:55.880]   as what this Nyquist frequency is saying,
[01:17:55.880 --> 01:18:00.560]   we need to sample at least twice per wavelength.
[01:18:00.560 --> 01:18:03.800]   So essentially here, the wavelength is like a full cycle.
[01:18:03.800 --> 01:18:06.840]   You start here, you go up, you go down, and you come back.
[01:18:06.840 --> 01:18:09.360]   And then again, you go up, down, and back.
[01:18:09.360 --> 01:18:10.560]   This is the wavelength.
[01:18:10.560 --> 01:18:14.920]   Within this, we need to make at least two measurements.
[01:18:14.920 --> 01:18:19.200]   That's what this is saying here, the sampling theorem.
[01:18:19.200 --> 01:18:22.920]   It says that if for all of the signals we have in there,
[01:18:22.920 --> 01:18:26.640]   they're superposition of all these alternating signals
[01:18:26.640 --> 01:18:30.160]   that patterns of all these things mixed together,
[01:18:30.160 --> 01:18:33.280]   as long as this is satisfied, we will be fine
[01:18:33.280 --> 01:18:36.040]   by just sampling at the rate given by this.
[01:18:36.040 --> 01:18:38.160]   So as long as we sample at least twice
[01:18:38.160 --> 01:18:43.120]   for the fastest changing thing, we sample twice as fast
[01:18:43.120 --> 01:18:45.400]   so that we really see it actually go up and down,
[01:18:45.400 --> 01:18:49.240]   essentially, that we can be confused with another signal.
[01:18:49.240 --> 01:18:51.880]   Then we'll be fine.
[01:18:51.880 --> 01:18:56.400]   We'll actually also see what happens
[01:18:56.400 --> 01:18:59.160]   and how to treat things when this is not satisfied
[01:18:59.160 --> 01:19:00.400]   later in the lecture.
[01:19:00.400 --> 01:19:04.680]   For now, we'll just assume that we can somehow
[01:19:04.680 --> 01:19:06.680]   take care that it will be smaller.
[01:19:06.680 --> 01:19:09.080]   If that's the case, then we'll be in a position
[01:19:09.080 --> 01:19:12.120]   to actually be able to do also a perfect reconstruction
[01:19:12.120 --> 01:19:13.360]   if we do the right things.
[01:19:13.360 --> 01:19:19.280]   Okay, so we'll cover all of this in a lot more detail
[01:19:19.280 --> 01:19:22.440]   in the coming weeks, but this is already some
[01:19:22.440 --> 01:19:24.280]   of the really key fundamental concepts,
[01:19:24.280 --> 01:19:25.720]   and so we'll spend more time on this,
[01:19:25.720 --> 01:19:29.000]   but it will be, you don't need to exactly understand
[01:19:29.000 --> 01:19:31.480]   all of this now, but it will be really important
