
[00:00:00.000 --> 00:00:03.480]   [MUSIC PLAYING]
[01:01:49.040 --> 01:01:52.080]   But definitely, we saw it last time with blurred frames
[01:01:52.080 --> 01:01:53.760]   and things like this.
[01:01:53.760 --> 01:01:58.080]   You might not want to have a binary mask that's like,
[01:01:58.080 --> 01:02:02.360]   this pixel is 100% inside and the next pixel is 100% outside.
[01:02:02.360 --> 01:02:03.880]   Because as you can see here, it's
[01:02:03.880 --> 01:02:06.640]   more likely to be a bit of a smooth transition.
[01:02:06.640 --> 01:02:09.240]   And you will have mixed pixels.
[01:02:09.240 --> 01:02:11.280]   Because some pixels, because of blurring and so on,
[01:02:11.280 --> 01:02:12.920]   they will actually integrate a little bit of light
[01:02:12.920 --> 01:02:15.680]   coming from the foreground and a little bit from the background.
[01:02:15.680 --> 01:02:17.360]   Definitely with hair and things like that.
[01:02:17.360 --> 01:02:19.680]   Same transparent things, but even just
[01:02:19.680 --> 01:02:21.040]   at the edge of a surface.
[01:02:21.800 --> 01:02:27.160]   So what they do is they instantiate the region of interest
[01:02:27.160 --> 01:02:27.920]   around it.
[01:02:27.920 --> 01:02:29.640]   And then they will fit a model to foreground,
[01:02:29.640 --> 01:02:31.200]   fit a model to background, and then
[01:02:31.200 --> 01:02:36.160]   find the right continuous transition between the two.
[01:02:36.160 --> 01:02:40.440]   See here, foreground, background fit.
[01:02:40.440 --> 01:02:47.760]   And then you actually fit a curve there and smooth that.
[01:02:47.760 --> 01:02:49.680]   And essentially have that as a model.
[01:02:49.680 --> 01:02:55.520]   And so now you get essentially this kind of known integer
[01:02:55.520 --> 01:02:59.520]   transition, where this is this alpha mask.
[01:02:59.520 --> 01:03:01.680]   So it means the alpha mask says, how much percentage
[01:03:01.680 --> 01:03:03.360]   do you take of the foreground?
[01:03:03.360 --> 01:03:05.520]   And then one minus that you take from the background.
[01:03:05.520 --> 01:03:07.400]   So that together it's like a full pixel.
[01:03:07.400 --> 01:03:12.480]   And so DP means dynamic programming.
[01:03:12.480 --> 01:03:16.240]   So use dynamic programming to find that line.
[01:03:16.240 --> 01:03:19.440]   And then you have a smooth transition.
[01:03:19.440 --> 01:03:24.040]   Skip through that.
[01:03:24.040 --> 01:03:28.840]   I wanted to show you segment anything.
[01:03:28.840 --> 01:03:30.800]   So if we're talking about neural networks,
[01:03:30.800 --> 01:03:31.960]   this is actually quite recent.
[01:03:31.960 --> 01:03:33.800]   It's a few months old.
[01:03:33.800 --> 01:03:36.840]   This was published by Meta.
[01:03:36.840 --> 01:03:40.480]   It has a lot of press.
[01:03:40.480 --> 01:03:44.800]   And if you look at it, I think there's a demo here.
[01:03:44.800 --> 01:03:47.560]   You'll kind of recognize a number of things from others.
[01:03:47.560 --> 01:03:50.200]   So let's click on this one, for example.
[01:03:50.200 --> 01:03:53.080]   So you kind of see what happens here.
[01:03:53.080 --> 01:03:56.200]   My cursor is the seed.
[01:03:56.200 --> 01:03:58.120]   So we're still using the same concepts.
[01:03:58.120 --> 01:04:00.440]   It's not doing things that differently.
[01:04:00.440 --> 01:04:02.800]   So the cursor is the seed.
[01:04:02.800 --> 01:04:04.520]   Even I'm here, it's all pre-segment, of course.
[01:04:04.520 --> 01:04:06.960]   They don't compute this on the fly here in the demo.
[01:04:06.960 --> 01:04:08.120]   They pre-computed all of this.
[01:04:08.120 --> 01:04:10.560]   But essentially, if I move the seed on the dog,
[01:04:10.560 --> 01:04:11.720]   it kind of finds the dog.
[01:04:11.720 --> 01:04:12.720]   I didn't have to tell it.
[01:04:12.720 --> 01:04:14.520]   I didn't have to draw a bonding box.
[01:04:14.520 --> 01:04:16.560]   So I have two corners.
[01:04:16.560 --> 01:04:18.800]   Just one point here is enough.
[01:04:18.800 --> 01:04:21.680]   This triggers the kind of inclusion region and so on.
[01:04:21.680 --> 01:04:25.640]   And it kind of finds this.
[01:04:25.640 --> 01:04:28.080]   You can also see here they have essentially
[01:04:28.080 --> 01:04:29.240]   different versions.
[01:04:29.240 --> 01:04:31.840]   You can upload your own images or gallery.
[01:04:31.840 --> 01:04:34.280]   And then it will compute these things.
[01:04:34.280 --> 01:04:36.520]   You can also do a box.
[01:04:36.520 --> 01:04:40.040]   If I do this, I don't know what's going to happen.
[01:04:40.040 --> 01:04:42.760]   It's what is doing something.
[01:04:42.760 --> 01:04:45.360]   It determines that this is the best foreground.
[01:04:45.360 --> 01:04:49.520]   Obviously, if I do this, then it's
[01:04:49.520 --> 01:04:52.760]   kind of redoing what I expect.
[01:04:52.760 --> 01:04:57.080]   But essentially, this is all using quite advanced deep nets
[01:04:57.080 --> 01:04:58.280]   to do all of this here.
[01:04:58.280 --> 01:05:01.360]   But it kind of solved the same problem.
[01:05:01.360 --> 01:05:03.920]   And they trained it on lots of examples.
[01:05:03.920 --> 01:05:06.560]   Remember last lecture, we showed a few examples
[01:05:06.560 --> 01:05:10.240]   of people having manually segmented things.
[01:05:10.240 --> 01:05:12.800]   So they train on lots and lots and lots of data
[01:05:12.800 --> 01:05:15.840]   that has ground truth segmentations
[01:05:15.840 --> 01:05:17.160]   for these type of problems.
[01:05:17.160 --> 01:05:19.040]   And then essentially, given that, they
[01:05:19.040 --> 01:05:23.360]   can now predict segmentations on new images.
[01:05:23.360 --> 01:05:25.560]   As this one-- let's try another one.
[01:05:25.560 --> 01:05:31.760]   Where was it here?
[01:05:31.760 --> 01:05:33.680]   Actually, you can do everything.
[01:05:33.680 --> 01:05:35.000]   So this will segment everything.
[01:05:35.000 --> 01:05:40.080]   And it will actually just determine
[01:05:40.080 --> 01:05:43.280]   kind of a reasonable set of segmentations.
[01:05:43.280 --> 01:05:45.880]   And so you see a bit of funny stuff.
[01:05:45.880 --> 01:05:50.000]   But overall, doing a quite decent job at--
[01:05:50.000 --> 01:05:52.080]   if you don't tell it what you care about,
[01:05:52.080 --> 01:05:55.320]   it will just do a generic segmentation.
[01:05:55.320 --> 01:05:58.000]   And you see it in actually-- also, a little bit
[01:05:58.000 --> 01:05:59.560]   is a hierarchical thing.
[01:05:59.560 --> 01:06:03.800]   You can kind of see that this tree is part of the tree region
[01:06:03.800 --> 01:06:05.400]   in the back and so on and so on.
[01:06:05.400 --> 01:06:09.600]   But it finds the relevant segmentations here.
[01:06:09.600 --> 01:06:18.480]   Where is-- OK.
[01:06:18.480 --> 01:06:21.400]   Any preference which image we should try?
[01:06:21.400 --> 01:06:21.900]   Next?
[01:06:21.900 --> 01:06:26.880]   Which one?
[01:06:26.880 --> 01:06:27.840]   This one?
[01:06:27.840 --> 01:06:28.440]   OK.
[01:06:28.440 --> 01:06:29.960]   Let's try this one.
[01:06:29.960 --> 01:06:32.680]   OK.
[01:06:32.680 --> 01:06:33.960]   Yes, let's see.
[01:06:33.960 --> 01:06:37.760]   So this is interesting, right?
[01:06:37.760 --> 01:06:42.920]   Sometimes it actually figures out it's one cat, sometimes not.
[01:06:42.920 --> 01:06:45.640]   It's kind of really interesting.
[01:06:45.640 --> 01:06:51.560]   It does kind of give it enough data.
[01:06:51.560 --> 01:06:53.560]   And it actually does really interesting stuff.
[01:06:53.560 --> 01:07:04.560]   OK.
[01:07:04.560 --> 01:07:06.440]   It didn't figure out it's a tripod.
[01:07:06.440 --> 01:07:11.160]   I don't know if there's another-- no.
[01:07:11.160 --> 01:07:17.480]   So you see, right?
[01:07:17.480 --> 01:07:21.720]   So these methods can do a lot.
[01:07:21.720 --> 01:07:26.160]   They're not necessarily fully at holistic interpretation
[01:07:26.160 --> 01:07:27.480]   of the image yet.
[01:07:27.480 --> 01:07:30.360]   It does have some signs of getting there, right?
[01:07:30.360 --> 01:07:33.320]   So being able to associate this region with this region
[01:07:33.320 --> 01:07:35.280]   means that you're definitely going beyond the region.
[01:07:35.280 --> 01:07:38.240]   You're actually interpreting this as kind of one unit
[01:07:38.240 --> 01:07:41.160]   that has some occlusion.
[01:07:41.160 --> 01:07:43.240]   The tripod, it didn't figure out.
[01:07:43.240 --> 01:07:45.560]   Probably if it was-- if you saw the whole tripod,
[01:07:45.560 --> 01:07:48.120]   it would probably figure it out.
[01:07:48.120 --> 01:07:48.620]   OK.
[01:07:49.380 --> 01:07:53.140]   I encourage you to try this yourself, right?
[01:07:53.140 --> 01:07:55.140]   Just look for a segment, anything.
[01:07:55.140 --> 01:07:57.900]   You'll find this, play with it around with it.
[01:07:57.900 --> 01:08:01.740]   Get some idea of how it works and where it doesn't work.
[01:08:01.740 --> 01:08:03.540]   And you saw you can upload your own images,
[01:08:03.540 --> 01:08:04.700]   so just play around with it.
[01:08:04.700 --> 01:08:07.600]   OK.
[01:08:07.600 --> 01:08:09.700]   So now we'll switch from--
[01:08:09.700 --> 01:08:13.860]   first, we look purely at the data.
[01:08:13.860 --> 01:08:14.360]   Right?
[01:08:14.360 --> 01:08:16.060]   So we purely look at the data.
[01:08:16.060 --> 01:08:18.060]   OK.
[01:08:18.060 --> 01:08:18.560]   Right?
[01:08:18.560 --> 01:08:20.220]   So we purely looked at the images
[01:08:20.220 --> 01:08:22.820]   and decided inclusion criteria purely
[01:08:22.820 --> 01:08:25.260]   based on the pixel value, for example,
[01:08:25.260 --> 01:08:27.580]   or the color or whatever.
[01:08:27.580 --> 01:08:30.100]   Then we included the spatial component,
[01:08:30.100 --> 01:08:33.420]   and we were trading off spatial components
[01:08:33.420 --> 01:08:34.900]   with data components, right?
[01:08:34.900 --> 01:08:37.220]   What we see in the image, but traded off
[01:08:37.220 --> 01:08:39.780]   with what we expect in terms of how the segmentation should
[01:08:39.780 --> 01:08:40.900]   look like.
[01:08:40.900 --> 01:08:42.860]   Now we'll pivot a little bit even further,
[01:08:42.860 --> 01:08:47.780]   and we look purely at the spatial component.
[01:08:47.780 --> 01:08:50.300]   And so we'll do operations that just kind of relabeled
[01:08:50.300 --> 01:08:55.500]   based on how the binary mask looks like independently
[01:08:55.500 --> 01:08:58.660]   of data labeling.
[01:08:58.660 --> 01:09:04.140]   This part, you won't need to study this in detail
[01:09:04.140 --> 01:09:06.900]   for the exam or so.
[01:09:06.900 --> 01:09:09.060]   So I'll just go briefly over it.
[01:09:09.060 --> 01:09:11.500]   There's a lot of slides, and I won't cover probably all of it
[01:09:11.500 --> 01:09:13.060]   in the next 20 minutes.
[01:09:13.060 --> 01:09:18.820]   So we'll define them or operations.
[01:09:18.820 --> 01:09:22.620]   For example, here, the eight neighbor erode,
[01:09:22.620 --> 01:09:26.660]   or which is also called the Minkowski subtraction,
[01:09:26.660 --> 01:09:29.020]   it will erase any foreground pixel
[01:09:29.020 --> 01:09:31.220]   that has one of its eight connected neighbors
[01:09:31.220 --> 01:09:32.300]   that is background.
[01:09:32.300 --> 01:09:33.620]   OK?
[01:09:33.620 --> 01:09:36.540]   So let's say you have an image, an image segment like this.
[01:09:36.540 --> 01:09:37.900]   You threshold it.
[01:09:37.900 --> 01:09:39.940]   You get something like this.
[01:09:39.940 --> 01:09:45.860]   One time running that erosion means that every white pixel
[01:09:45.860 --> 01:09:48.380]   here, it only affects white pixels.
[01:09:48.380 --> 01:09:51.180]   Every white pixel here, you look at all its neighbors.
[01:09:51.180 --> 01:09:58.060]   If one of them is black, boom, you erase that pixel.
[01:09:58.060 --> 01:10:02.260]   You actually, at the bottom here, you see which pixels flipped.
[01:10:02.260 --> 01:10:04.100]   So each of those are at least one neighbor,
[01:10:04.100 --> 01:10:05.740]   so you kind of get rid of them.
[01:10:05.740 --> 01:10:07.780]   You get that image.
[01:10:07.780 --> 01:10:10.100]   Given that image, you can run it again if you want.
[01:10:10.100 --> 01:10:13.420]   The same process.
[01:10:13.420 --> 01:10:17.660]   Now, the next ones, these now have a neighbor that's black,
[01:10:17.660 --> 01:10:19.700]   and so they get erased.
[01:10:19.700 --> 01:10:22.460]   And you can keep running that until there's nothing left,
[01:10:22.460 --> 01:10:23.580]   for example.
[01:10:23.580 --> 01:10:27.860]   Then it stops, because it only affects foreground pixels.
[01:10:27.860 --> 01:10:30.460]   You can do also the inverse of this.
[01:10:30.460 --> 01:10:32.140]   Eight neighbor dilate.
[01:10:32.140 --> 01:10:35.620]   Again, remember, it's important to actually always check what
[01:10:35.620 --> 01:10:36.940]   is the neighborhood structure here.
[01:10:36.940 --> 01:10:39.380]   It would behave differently if it was a four neighborhood.
[01:10:39.380 --> 01:10:41.540]   You can also do this with a four neighborhood, of course,
[01:10:41.540 --> 01:10:44.700]   but it would just behave differently.
[01:10:44.700 --> 01:10:47.100]   This is called Minkowski addition.
[01:10:47.100 --> 01:10:49.540]   Also, so essentially, it's the reverse.
[01:10:49.540 --> 01:10:53.700]   So paint any background pixel that
[01:10:53.700 --> 01:10:58.700]   has at least one eight connected neighbor that is four broad.
[01:10:58.700 --> 01:11:00.140]   So it's kind of the reverse.
[01:11:00.140 --> 01:11:02.860]   You start from the same picture, but now it gets essentially
[01:11:02.860 --> 01:11:04.340]   fatter and fatter, essentially.
[01:11:04.340 --> 01:11:07.700]   So like this until all the pixels are white.
[01:11:07.700 --> 01:11:11.420]   Why would you do this?
[01:11:11.420 --> 01:11:14.940]   Well, it can be a simple way to clean up an image,
[01:11:14.940 --> 01:11:19.700]   to do some boundary shape analysis,
[01:11:19.700 --> 01:11:23.180]   remove noise and artifacts from imperfect segmentations
[01:11:23.180 --> 01:11:24.820]   in a kind of straightforward way.
[01:11:24.820 --> 01:11:30.300]   So those take two arguments, these operators.
[01:11:30.300 --> 01:11:34.180]   They take a binary image and a structuring element.
[01:11:34.180 --> 01:11:35.380]   Now, you're going to want to-- what's
[01:11:35.380 --> 01:11:36.380]   this structuring element?
[01:11:36.380 --> 01:11:37.980]   Well, that's actually the neighborhood
[01:11:37.980 --> 01:11:39.300]   we were talking about earlier.
[01:11:39.300 --> 01:11:41.500]   You can actually do also different things.
[01:11:41.500 --> 01:11:43.580]   So we looked at eight neighborhood, four neighborhood.
[01:11:43.580 --> 01:11:44.820]   You could actually choose any shape
[01:11:44.820 --> 01:11:47.020]   you want as a structuring element.
[01:11:47.020 --> 01:11:51.780]   Those two together determine the output.
[01:11:51.780 --> 01:11:56.060]   These are examples of structuring elements.
[01:11:56.060 --> 01:11:58.500]   So this is clearly an eight neighborhood, right?
[01:11:58.500 --> 01:12:01.340]   Given this pixel, all of the surrounding ones
[01:12:01.340 --> 01:12:05.180]   are the neighborhood.
[01:12:05.180 --> 01:12:08.940]   Given this pixel, this is the four neighborhood,
[01:12:08.940 --> 01:12:13.020]   but you could also define one like this.
[01:12:13.020 --> 01:12:15.300]   That says given this pixel, this pixel actually is not
[01:12:15.300 --> 01:12:20.500]   included, but you have more pixels on this side included,
[01:12:20.500 --> 01:12:20.980]   for example.
[01:12:25.180 --> 01:12:29.220]   We can actually represent--
[01:12:29.220 --> 01:12:31.260]   one way to represent these binary images,
[01:12:31.260 --> 01:12:32.700]   that makes sense in this context,
[01:12:32.700 --> 01:12:38.980]   is really just as a list of pixels that are one.
[01:12:38.980 --> 01:12:42.780]   So this image here corresponds to this list here.
[01:12:42.780 --> 01:12:47.340]   It's just a different way to represent that binary image.
[01:12:47.340 --> 01:12:49.380]   And then you can essentially--
[01:12:49.380 --> 01:12:52.460]   but I leave this to those of you that are interested.
[01:12:52.460 --> 01:12:54.100]   This will not be asked at the exam or so.
[01:12:54.100 --> 01:12:59.060]   You can define, essentially, or you
[01:12:59.060 --> 01:13:00.700]   can use all these set notations here,
[01:13:00.700 --> 01:13:05.020]   unions and intersections, complements and differences.
[01:13:05.020 --> 01:13:08.500]   Those are the definitions here as a refresher.
[01:13:08.500 --> 01:13:13.820]   Then you can define these operations based on that.
[01:13:13.820 --> 01:13:15.460]   Fitting, hitting, and missing.
[01:13:15.460 --> 01:13:21.420]   And you see the definitions are a little bit complicated.
[01:13:21.420 --> 01:13:24.260]   You can look at this quietly.
[01:13:24.260 --> 01:13:30.780]   If you're interested, conceptually, it works as follow.
[01:13:30.780 --> 01:13:41.940]   So here, we have this element is fitting here.
[01:13:41.940 --> 01:13:47.980]   It's hitting here, and it's missing here.
[01:13:47.980 --> 01:13:52.180]   So here, it's this element here.
[01:13:52.180 --> 01:13:55.460]   If you apply it to this pixel here,
[01:13:55.460 --> 01:13:59.860]   wherever it has a one here, it also has a one here.
[01:13:59.860 --> 01:14:00.700]   So center it here.
[01:14:00.700 --> 01:14:03.420]   It has a one here, a one here, one here, one here,
[01:14:03.420 --> 01:14:04.580]   and one here.
[01:14:04.580 --> 01:14:06.420]   So that's a fitting.
[01:14:06.420 --> 01:14:09.820]   That is-- you can go through this here,
[01:14:09.820 --> 01:14:12.820]   through this definition for fitting and verify this yourself,
[01:14:12.820 --> 01:14:14.500]   if you're interested.
[01:14:14.500 --> 01:14:18.700]   The missing, the hitting, you see that actually,
[01:14:18.700 --> 01:14:21.820]   if you apply this over here, it's missing here.
[01:14:21.820 --> 01:14:25.340]   It's not a hit here, not a hit here, not a hit here,
[01:14:25.340 --> 01:14:27.100]   not a hit here, but here it's actually hit.
[01:14:27.100 --> 01:14:29.740]   So at least one of the pixels hits,
[01:14:29.740 --> 01:14:32.620]   overlaps with an existing pixel in the image.
[01:14:32.620 --> 01:14:34.060]   So we have a hit there.
[01:14:34.060 --> 01:14:36.900]   And then a miss means that from here,
[01:14:36.900 --> 01:14:39.340]   there's nothing here, here, here, here, or here.
[01:14:39.340 --> 01:14:40.620]   So it's a miss.
[01:14:40.620 --> 01:14:43.660]   So none of those pixels that are on there are actually
[01:14:43.660 --> 01:14:45.940]   on here for that location.
[01:14:45.940 --> 01:14:57.580]   So erosion can be also defined in the context of fitting,
[01:14:57.580 --> 01:14:58.020]   et cetera.
[01:14:58.020 --> 01:15:04.220]   Here's some examples of how you could apply this
[01:15:04.220 --> 01:15:11.260]   to our ever recurrent segmentation example here.
[01:15:11.260 --> 01:15:14.380]   So you see here, you have this region.
[01:15:14.380 --> 01:15:17.780]   You can kind of apply a structuring element that's much
[01:15:17.780 --> 01:15:19.980]   more than an 8 neighborhood.
[01:15:19.980 --> 01:15:21.420]   It's much bigger.
[01:15:21.420 --> 01:15:26.420]   Let's see, you could call this a 25 neighborhood, if you want.
[01:15:26.420 --> 01:15:29.260]   If you apply that to this image, that's what would result.
[01:15:29.260 --> 01:15:36.740]   So you see, so this is applying erosion.
[01:15:36.740 --> 01:15:38.900]   And then this is applying actually
[01:15:38.900 --> 01:15:40.860]   a different structuring element to one of those diagonal
[01:15:40.860 --> 01:15:41.360]   elements.
[01:15:41.360 --> 01:15:44.020]   So you see that it behaves differently.
[01:15:44.020 --> 01:15:45.940]   So you can choose different structuring elements.
[01:15:45.940 --> 01:15:49.220]   They will actually make the thing look different.
[01:15:49.220 --> 01:15:52.620]   You can also do dilation.
[01:15:52.620 --> 01:15:56.780]   Again, here, defined with these set principles,
[01:15:56.780 --> 01:15:57.820]   that's how it looks like.
[01:15:57.820 --> 01:15:59.940]   So you see now with this structuring element,
[01:15:59.940 --> 01:16:03.820]   every little dot here, a single dot that occurred,
[01:16:03.820 --> 01:16:07.260]   now becomes essentially-- each of those dot
[01:16:07.260 --> 01:16:09.700]   becomes after the dilation, becomes a big blob.
[01:16:09.700 --> 01:16:16.300]   And again, every dot here becomes a stripe
[01:16:16.300 --> 01:16:19.140]   with that structuring element.
[01:16:19.140 --> 01:16:22.620]   Then you can actually define, opening and closing,
[01:16:22.620 --> 01:16:26.580]   what are those where they're a sequence of doing first--
[01:16:26.580 --> 01:16:31.660]   opening is first erosion, then dilation.
[01:16:31.660 --> 01:16:34.260]   So they, of course, are a little bit each other's inverse.
[01:16:34.260 --> 01:16:41.940]   So by doing them in that order, first eroding, then dilating,
[01:16:41.940 --> 01:16:43.460]   in most places, nothing will happen.
[01:16:43.460 --> 01:16:45.700]   You will just cancel out.
[01:16:45.700 --> 01:16:48.020]   But in places where you had a single dot,
[01:16:48.020 --> 01:16:49.620]   that dot is not gone.
[01:16:49.620 --> 01:16:51.020]   And so now when you do dilation, well,
[01:16:51.020 --> 01:16:51.940]   there's nothing coming back.
[01:16:51.940 --> 01:16:53.540]   It's gone.
[01:16:53.540 --> 01:16:56.140]   So you're getting that effect.
[01:16:56.140 --> 01:17:00.860]   And vice versa, closing means you're going to close up stuff.
[01:17:00.860 --> 01:17:02.860]   A small hole will be closed up.
[01:17:02.860 --> 01:17:04.300]   Then you will not reopen it.
[01:17:04.300 --> 01:17:06.140]   So then that's the closing.
[01:17:06.140 --> 01:17:09.940]   So here you see that applied to the duck here.
[01:17:09.940 --> 01:17:15.420]   Original closing means that all the small holes, like here
[01:17:15.420 --> 01:17:19.820]   and here and so on, those are all nicely closed now.
[01:17:19.820 --> 01:17:21.860]   And then vice versa here, the opening
[01:17:21.860 --> 01:17:25.740]   gets rid of all of this mess that was randomly spread around.
[01:17:25.740 --> 01:17:30.860]   Meaning you can actually also do both after each other,
[01:17:30.860 --> 01:17:31.980]   if you want in a sense.
[01:17:31.980 --> 01:17:38.660]   So these type of filters are typically
[01:17:38.660 --> 01:17:40.820]   used for removing holes and foreground
[01:17:40.820 --> 01:17:42.700]   and islands in the background.
[01:17:42.700 --> 01:17:45.100]   You can do both opening and closing.
[01:17:45.100 --> 01:17:46.780]   Size and shape of destructive elements
[01:17:46.780 --> 01:17:49.020]   will determine what size of things survive.
[01:17:49.020 --> 01:17:54.300]   And so if you don't know better, you
[01:17:54.300 --> 01:17:58.700]   could use a circular structure element.
[01:17:58.700 --> 01:18:04.420]   You know, a big blob or a square or a circle is even better.
[01:18:04.420 --> 01:18:06.540]   Here's kind of an example of how this could be applied
[01:18:06.540 --> 01:18:10.820]   to counting these red blood cells.
[01:18:13.580 --> 01:18:15.820]   This is kind of basic image processing.
[01:18:15.820 --> 01:18:20.980]   Let me actually skip through this here.
[01:18:20.980 --> 01:18:26.300]   But essentially, the idea is to threshold and then label.
[01:18:26.300 --> 01:18:33.180]   And then here it does an opening with a disk of size 11.
[01:18:33.180 --> 01:18:36.940]   Meaning that all of the small things, like here,
[01:18:36.940 --> 01:18:40.700]   these small things that are smaller than a size 11 disk,
[01:18:40.700 --> 01:18:44.380]   they would actually disappear.
[01:18:44.380 --> 01:18:49.180]   And the bigger you make it, the size 19, still most things
[01:18:49.180 --> 01:18:53.420]   are here, size 59, boom, now, certainly most of the blobs
[01:18:53.420 --> 01:18:57.460]   are gone because they were too small to survive an opening
[01:18:57.460 --> 01:19:00.620]   with a disk of 59.
[01:19:00.620 --> 01:19:03.540]   You can kind of keep track of this, of how this behaves.
[01:19:03.540 --> 01:19:05.420]   So initially, you have 400 blobs.
[01:19:05.420 --> 01:19:08.900]   But very quickly, you get at about here 200 or a bit
[01:19:08.900 --> 01:19:12.260]   below 200 blobs, red blood cells.
[01:19:12.260 --> 01:19:13.780]   There's a nice plateau.
[01:19:13.780 --> 01:19:17.100]   And then at some point, you kind of start losing all of them.
[01:19:17.100 --> 01:19:19.380]   You clearly were looking for two big blobs that are bigger
[01:19:19.380 --> 01:19:21.180]   than your typical red blood cell.
[01:19:21.180 --> 01:19:26.460]   So this could be one way to count for these things.
[01:19:26.460 --> 01:19:33.020]   Here, there's hidden mistransformations.
[01:19:36.180 --> 01:19:38.820]   This one essentially wants to have an exact match.
[01:19:38.820 --> 01:19:43.660]   Or it's kind of combining-- essentially,
[01:19:43.660 --> 01:19:47.500]   it wants to hit those two places,
[01:19:47.500 --> 01:19:48.780]   and it wants to miss here.
[01:19:48.780 --> 01:19:54.420]   So essentially, if you apply that,
[01:19:54.420 --> 01:19:56.700]   this pattern shows up here.
[01:19:56.700 --> 01:19:58.540]   Therefore, we'll have a one here.
[01:19:58.540 --> 01:20:00.220]   So that's what you see here.
[01:20:00.220 --> 01:20:01.940]   It also shows up here.
[01:20:01.940 --> 01:20:03.220]   So that gives a one here.
[01:20:03.220 --> 01:20:05.020]   So it's only when you have the exact pattern
[01:20:05.020 --> 01:20:07.620]   that it actually says, OK, good.
[01:20:07.620 --> 01:20:09.060]   I put a one here.
[01:20:09.060 --> 01:20:11.100]   If you don't have the exact pattern, both the hit and the
[01:20:11.100 --> 01:20:13.180]   miss together, then it doesn't work.
[01:20:13.180 --> 01:20:13.660]   Yes?
[01:20:13.660 --> 01:20:16.780]   Isn't that basically building a cell or automaton?
[01:20:16.780 --> 01:20:19.140]   These are all things that you build with cell or automaton.
[01:20:19.140 --> 01:20:19.640]   Yes.
[01:20:19.640 --> 01:20:26.460]   You can also just leave one and define, for example, as well.
[01:20:26.460 --> 01:20:30.180]   OK, so this would be one way to find corners.
[01:20:30.180 --> 01:20:31.660]   For example, a simple way.
[01:20:31.660 --> 01:20:34.820]   You say, I want to hit this.
[01:20:34.820 --> 01:20:37.500]   And I want to miss this.
[01:20:37.500 --> 01:20:40.140]   That's a way to say I want an upper right corner.
[01:20:40.140 --> 01:20:43.980]   I want ones with this pattern and zeros with that pattern.
[01:20:43.980 --> 01:20:46.140]   So that essentially corresponds to a pattern like this here,
[01:20:46.140 --> 01:20:48.420]   where you don't really care what happens at the excess.
[01:20:48.420 --> 01:20:55.660]   People have done things like where they use this.
[01:20:55.660 --> 01:20:59.420]   This fitting and this thickening with these patterns,
[01:20:59.420 --> 01:21:02.820]   something that you see there, applied also here.
[01:21:02.820 --> 01:21:05.940]   But now it's kind of more directional.
[01:21:05.940 --> 01:21:08.300]   So they can apply all these different orientations,
[01:21:08.300 --> 01:21:11.940]   finning and thickening, et cetera, with something like
[01:21:11.940 --> 01:21:16.580]   this here, so from all sides.
[01:21:16.580 --> 01:21:20.500]   And as you sequentially apply this, it will lead to this.
[01:21:20.500 --> 01:21:24.420]   But because of the hit and miss combination,
[01:21:24.420 --> 01:21:27.740]   this requires things to still be there.
[01:21:27.740 --> 01:21:30.620]   It cannot really fully erase pixels because then you don't
[01:21:30.620 --> 01:21:31.660]   have on pixels anymore.
[01:21:31.660 --> 01:21:36.380]   You need a combination of some pixels on and some pixels off.
[01:21:36.380 --> 01:21:41.500]   So if you look for a pattern that has this is off and this is on,
[01:21:41.500 --> 01:21:42.980]   and then you can move it inside.
[01:21:42.980 --> 01:21:44.300]   And so you can keep doing that.
[01:21:44.300 --> 01:21:46.620]   But at some point, there's nothing on the other side anymore.
[01:21:46.620 --> 01:21:47.700]   There's no inside anymore.
[01:21:47.700 --> 01:21:49.100]   Then you have to stop.
[01:21:49.100 --> 01:21:51.540]   So in a sense, what does it do?
[01:21:51.540 --> 01:21:53.660]   It kind of finds you a skeleton, in a sense.
[01:21:53.660 --> 01:21:57.060]   It just shrinks the thing until there's just one line left.
[01:22:00.420 --> 01:22:04.140]   By the way, you can find this and play around with this in Python.
[01:22:04.140 --> 01:22:06.460]   You can also do the same sequential thickening,
[01:22:06.460 --> 01:22:08.860]   going through the whole alphabet of all orientations
[01:22:08.860 --> 01:22:11.980]   of boundaries, and just thicken things.
[01:22:11.980 --> 01:22:17.540]   But you can also not get rid of these regions here, for example.
[01:22:17.540 --> 01:22:20.220]   So in the end, you end up with an image like this here,
[01:22:20.220 --> 01:22:20.820]   for example.
[01:22:20.820 --> 01:22:26.460]   So people have used this in image processing and medical image
[01:22:26.460 --> 01:22:29.380]   processing in particular.
[01:22:29.380 --> 01:22:32.340]   They introduced something that's called a medial axis transform.
[01:22:32.340 --> 01:22:39.900]   So this is essentially-- they kind of represent this kind
[01:22:39.900 --> 01:22:41.860]   of stick figure type stuff.
[01:22:41.860 --> 01:22:45.020]   Conceptually, what it does is you could kind of think of it
[01:22:45.020 --> 01:22:48.940]   as start a grass fire at the boundary,
[01:22:48.940 --> 01:22:50.940]   and it starts burning inside.
[01:22:50.940 --> 01:22:52.500]   Let's say like this here.
[01:22:52.500 --> 01:22:54.860]   So if you start a fire there, in the end,
[01:22:54.860 --> 01:22:58.500]   you're going to end up with just one--
[01:22:58.500 --> 01:23:01.500]   where the fire will meet will be at the one point in the middle.
